,Age_at_win,Prize_USD,date
14124,20.0,2000,2012-07-15
14125,20.0,200,2012-07-22
14126,19.0,300,2011-12-24
14127,20.0,90,2012-07-25
14128,20.0,93,2012-08-04
14129,20.0,93,2012-08-19
14130,20.0,125,2012-08-29
14131,20.0,150,2012-09-08
14132,20.0,131,2012-09-19
14133,20.0,129,2012-09-23
14134,20.0,651,2012-10-23
14135,20.0,254,2012-11-14
14136,21.0,259,2012-12-05
14137,19.0,200,2012-01-08
14138,21.0,97,2012-12-15
14139,21.0,131,2012-12-16
14140,21.0,600,2012-12-16
14141,21.0,133,2013-01-09
14142,21.0,133,2013-02-09
14143,21.0,800,2013-02-17
14144,23.0,116,2015-01-25
14145,23.0,54,2015-03-22
14146,23.0,108,2015-07-05
14147,23.0,41,2015-08-09
14148,19.0,600,2012-01-21
14149,24.0,33,2010-12-02
14150,24.0,20,2011-04-22
14151,24.0,145,2011-04-24
14152,24.0,286,2011-05-22
14153,24.0,71,2011-06-13
14154,24.0,71,2011-08-01
14155,24.0,71,2011-09-03
14156,25.0,169,2011-11-10
14157,25.0,261,2012-02-05
14158,25.0,132,2012-02-20
14159,19.0,163,2012-02-15
14160,25.0,66,2012-03-07
14161,25.0,262,2012-03-15
14162,25.0,2000,2012-06-24
14163,25.0,900,2012-07-15
14164,25.0,1800,2012-09-16
14165,25.0,128,2012-09-30
14166,26.0,130,2012-10-07
14167,26.0,3500,2012-11-18
14168,26.0,1000,2012-12-28
14169,26.0,1000,2013-03-31
14170,19.0,261,2012-02-26
14171,26.0,99,2013-08-01
14172,26.0,64,2013-08-31
14173,26.0,510,2013-09-08
14174,20.0,44,2012-04-15
14175,20.0,100,2012-06-09
14176,20.0,367,2012-07-16
14177,20.0,1500,2012-08-26
14178,20.0,629,2012-09-05
14179,20.0,150,2012-09-08
14180,21.0,1000,2012-11-04
14181,19.0,134,2012-02-27
14182,21.0,1100,2013-01-20
14183,21.0,267,2013-02-02
14184,21.0,400,2013-07-28
14185,21.0,50,2013-09-11
14186,22.0,25,2013-10-02
14187,22.0,200,2013-10-23
14188,22.0,400,2013-12-15
14189,22.0,600,2014-02-06
14190,22.0,662,2014-05-04
14191,22.0,2317,2014-07-06
14192,25.0,650,2012-03-10
14193,19.0,300,2012-03-02
14194,22.0,1000,2014-09-14
14195,23.0,964,2014-12-07
14196,23.0,642,2015-02-08
14197,23.0,100,2015-04-17
14198,23.0,83,2015-04-19
14199,23.0,83,2015-05-02
14200,,600,2010-08-22
14201,,2776,2010-10-11
14202,,2630,2010-12-17
14203,,388,2011-01-08
14204,19.0,264,2012-03-04
14205,,500,2011-01-23
14206,,2838,2011-06-26
14207,,861,2011-07-23
14208,,693,2011-10-15
14209,,139,2011-10-24
14210,,66,2011-12-10
14211,,1048,2012-02-03
14212,,300,2012-06-10
14213,,250,2012-08-18
14214,,800,2012-08-25
14215,19.0,700,2012-03-10
14216,,1036,2012-10-25
14217,,41,2012-11-21
14218,,263,2012-12-16
14219,,500,2013-01-26
14220,,250,2013-02-28
14221,,50,2013-05-08
14222,,1000,2013-05-21
14223,,1500,2013-06-02
14224,,3060,2013-07-20
14225,,45,2013-07-28
14226,19.0,660,2012-03-19
14227,,1000,2013-08-03
14228,,600,2013-08-18
14229,,200,2013-09-01
14230,,100,2013-09-05
14231,,1500,2013-10-20
14232,,10,2015-02-01
14233,,16,2014-06-08
14234,,161,2014-07-06
14235,,326,2014-09-27
14236,,320,2015-01-25
14237,19.0,65,2012-03-22
14238,,802,2015-04-19
14239,,48,2015-05-17
14240,,483,2015-05-30
14241,,4500,2015-06-28
14242,,16,2015-07-12
14243,,2000,2015-07-28
14244,,25,2015-09-01
14245,,1572,2015-11-08
14246,,1500,2015-11-21
14247,,400,2015-11-21
14248,19.0,100,2012-03-23
14249,,192,2015-12-27
14250,15.0,50,2012-11-21
14251,15.0,184,2012-12-08
14252,16.0,41,2013-03-29
14253,16.0,267,2013-07-20
14254,16.0,376,2013-11-23
14255,17.0,50,2014-11-03
14256,18.0,50,2015-01-10
14257,18.0,50,2015-01-24
14258,18.0,28,2015-02-26
14259,19.0,132,2012-03-25
14260,18.0,15,2015-03-17
14261,18.0,50,2015-04-16
14262,18.0,50,2015-04-23
14263,18.0,50,2015-04-28
14264,18.0,15,2015-06-13
14265,18.0,25,2015-10-10
14266,18.0,15,2015-11-24
14267,19.0,15,2016-01-24
14268,19.0,50,2016-01-30
14269,19.0,75,2016-03-17
14270,19.0,166,2012-03-28
14271,19.0,427,2016-03-27
14272,19.0,2625,2016-05-01
14273,19.0,1740,2016-06-22
14274,19.0,35,2016-07-26
14275,19.0,508,2016-11-20
14276,20.0,2682,2017-03-26
14277,20.0,219,2017-04-28
14278,20.0,2646,2017-09-16
14279,20.0,353,2013-06-01
14280,20.0,988,2013-08-03
14281,19.0,75,2012-04-01
14282,20.0,400,2013-12-15
14283,21.0,600,2014-01-29
14284,21.0,662,2014-05-04
14285,21.0,3000,2014-07-06
14286,21.0,3000,2014-10-12
14287,21.0,1285,2014-12-07
14288,22.0,350,2015-02-01
14289,22.0,1607,2015-02-08
14290,20.0,706,2013-06-01
14291,20.0,1588,2013-08-03
14292,19.0,263,2012-04-01
14293,20.0,359,2013-08-10
14294,21.0,565,2013-10-19
14295,21.0,1422,2014-04-05
14296,21.0,3945,2014-06-28
14297,21.0,2133,2014-08-09
14298,21.0,1449,2014-10-04
14299,21.0,684,2013-08-03
14300,21.0,3078,2013-08-03
14301,21.0,2400,2014-02-11
14302,21.0,674,2014-04-18
14303,25.0,262,2012-05-03
14304,19.0,100,2012-04-06
14305,22.0,5333,2014-08-09
14306,,500,2011-12-22
14307,,100,2013-06-01
14308,,2000,2013-06-02
14309,,25,2013-06-06
14310,,300,2013-06-17
14311,,1500,2013-08-11
14312,,200,2013-09-05
14313,,2000,2013-10-20
14314,,100,2013-11-03
14315,19.0,65,2012-04-26
14316,,100,2013-11-09
14317,,600,2014-01-29
14318,,1000,2014-02-01
14319,,83,2014-05-10
14320,,400,2014-07-13
14321,,400,2014-08-10
14322,,200,2014-08-24
14323,,100,2014-09-13
14324,,10,2015-05-24
14325,,15,2015-06-20
14326,19.0,97,2012-05-09
14327,,50,2015-06-21
14328,,50,2015-06-28
14329,,10,2015-07-05
14330,,50,2015-07-19
14331,,350,2015-07-31
14332,,10,2015-08-16
14333,,333,2015-08-24
14334,,50,2015-09-06
14335,,10,2015-09-12
14336,,25,2015-09-19
14337,19.0,4000,2012-05-12
14338,,19,2015-09-29
14339,,50,2015-10-04
14340,,25,2015-10-06
14341,,25,2015-10-08
14342,,56,2015-10-17
14343,,84,2015-10-21
14344,,56,2015-11-01
14345,,113,2015-11-08
14346,,56,2015-11-14
14347,,56,2015-11-15
14348,19.0,658,2012-05-15
14349,,100,2015-11-22
14350,,81,2015-12-08
14351,,83,2016-02-16
14352,,17,2016-02-18
14353,,50,2016-02-21
14354,,35,2016-03-10
14355,,35,2016-03-17
14356,,35,2016-04-07
14357,,75,2016-04-22
14358,,15,2016-04-23
14359,19.0,127,2012-05-20
14360,,35,2016-04-24
14361,,75,2016-04-28
14362,,75,2016-04-29
14363,,68,2016-05-06
14364,,85,2016-05-10
14365,,150,2012-07-15
14366,,82,2013-11-02
14367,,16,2013-11-16
14368,,16,2013-11-30
14369,,16,2013-12-14
14370,19.0,127,2012-05-21
14371,,16,2014-02-22
14372,,16,2014-03-08
14373,,16,2014-03-22
14374,,16,2014-04-19
14375,,16,2014-06-22
14376,,48,2014-07-06
14377,,802,2014-07-20
14378,,35,2014-09-20
14379,,97,2014-09-27
14380,,802,2014-11-16
14381,19.0,700,2012-06-01
14382,,320,2015-01-25
14383,,401,2015-04-19
14384,,322,2015-05-30
14385,,32,2015-06-07
14386,,128,2015-06-14
14387,,805,2015-06-21
14388,,128,2015-06-28
14389,,128,2015-07-12
14390,,64,2015-07-12
14391,,770,2015-12-27
14392,19.0,250,2012-06-24
14393,,768,2016-01-03
14394,,15,2016-04-21
14395,,35,2016-05-04
14396,,152,2016-05-23
14397,,1888,2016-10-23
14398,,1598,2017-04-09
14399,,1888,2017-05-21
14400,,374,2017-06-30
14401,,10,2016-02-16
14402,,1000,2016-03-26
14403,19.0,1266,2012-06-29
14404,,400,2016-04-06
14405,,453,2016-06-26
14406,,607,2016-07-03
14407,,898,2016-08-07
14408,,4407,2016-11-11
14409,,2179,2017-04-09
14410,,1888,2017-05-21
14411,22.0,20,2011-04-08
14412,22.0,141,2011-05-15
14413,22.0,143,2011-05-31
14414,24.0,139,2010-10-17
14415,25.0,160,2012-05-12
14416,19.0,10000,2012-07-08
14417,22.0,285,2011-07-09
14418,23.0,172,2011-09-22
14419,23.0,1392,2011-10-24
14420,23.0,600,2011-12-22
14421,23.0,262,2012-02-03
14422,23.0,650,2012-02-11
14423,23.0,393,2012-03-13
14424,23.0,600,2012-03-18
14425,23.0,396,2012-03-20
14426,23.0,3923,2012-04-09
14427,19.0,627,2012-07-10
14428,23.0,2253,2012-04-29
14429,23.0,31,2012-06-11
14430,23.0,450,2012-06-24
14431,23.0,30,2012-07-09
14432,23.0,30,2012-07-16
14433,,331,2014-07-06
14434,,321,2014-12-07
14435,,2000,2015-01-25
14436,,642,2015-02-08
14437,,297,2015-12-29
14438,19.0,367,2012-07-14
14439,,1200,2016-02-01
14440,,616,2016-04-23
14441,,1241,2016-07-03
14442,,1465,2016-11-12
14443,,494,2017-04-13
14444,,1328,2017-05-21
14445,,498,2017-06-03
14446,,1310,2017-08-03
14447,22.0,600,2012-07-21
14448,22.0,166,2012-07-21
14449,19.0,122,2012-07-19
14450,22.0,1000,2012-10-14
14451,22.0,34,2013-02-07
14452,23.0,847,2013-11-10
14453,23.0,834,2014-01-12
14454,23.0,600,2014-01-29
14455,23.0,662,2014-05-04
14456,24.0,600,2014-05-12
14457,24.0,662,2014-07-06
14458,24.0,2000,2014-10-12
14459,24.0,490,2014-11-02
14460,19.0,121,2012-07-22
14461,24.0,321,2014-12-07
14462,24.0,642,2015-02-08
14463,24.0,100,2015-04-08
14464,24.0,83,2015-04-23
14465,24.0,2000,2015-04-30
14466,,104,2013-07-28
14467,,134,2013-11-17
14468,,68,2014-02-16
14469,,203,2014-08-05
14470,,83,2014-08-19
14471,20.0,3300,2012-08-19
14472,,163,2014-09-05
14473,,163,2014-09-26
14474,,781,2014-12-21
14475,,81,2015-03-31
14476,,55,2015-08-23
14477,,112,2015-09-06
14478,,168,2015-10-21
14479,,54,2016-01-28
14480,,108,2016-03-06
14481,,108,2016-03-13
14482,20.0,1233,2012-08-19
14483,,54,2016-03-20
14484,,400,2016-04-09
14485,,85,2016-04-12
14486,,114,2016-05-15
14487,,82,2016-07-12
14488,,55,2016-07-31
14489,,777,2016-08-07
14490,,55,2016-08-14
14491,,310,2016-09-11
14492,,112,2016-10-02
14493,20.0,125,2012-08-26
14494,,109,2016-11-06
14495,,81,2016-11-08
14496,,90,2016-12-18
14497,,37,2016-12-18
14498,,98,2017-01-28
14499,,12,2017-01-29
14500,,50,2017-01-29
14501,,90,2017-02-19
14502,,37,2017-02-19
14503,,24,2017-02-25
14504,20.0,2000,2012-09-02
14505,,600,2017-03-05
14506,,100,2017-03-12
14507,,95,2017-03-18
14508,,12,2017-03-18
14509,,50,2017-03-19
14510,,35,2017-04-01
14511,,40,2017-04-09
14512,,12,2017-04-09
14513,,400,2017-05-20
14514,,450,2017-05-27
14515,20.0,150,2012-09-08
14516,,20,2017-06-10
14517,,20,2017-06-11
14518,,53,2017-06-13
14519,,418,2017-06-18
14520,,100,2017-07-03
14521,,1000,2017-07-15
14522,,55,2017-08-07
14523,,41,2017-08-14
14524,,400,2017-08-19
14525,,20,2017-08-27
14526,25.0,255,2012-05-13
14527,20.0,257,2012-09-09
14528,,35,2017-09-04
14529,,12,2017-09-04
14530,,2500,2017-09-10
14531,,20,2017-09-14
14532,15.0,442,2010-10-02
14533,16.0,535,2011-01-31
14534,16.0,1314,2011-05-19
14535,16.0,25,2011-06-15
14536,16.0,919,2011-06-18
14537,16.0,50,2011-07-13
14538,20.0,1200,2012-09-16
14539,16.0,25,2011-08-17
14540,16.0,100,2011-09-06
14541,16.0,742,2011-09-10
14542,16.0,100,2011-09-14
14543,16.0,100,2011-09-27
14544,16.0,100,2011-10-13
14545,16.0,1307,2011-10-22
14546,16.0,100,2011-11-02
14547,16.0,100,2011-11-09
14548,16.0,1327,2011-12-07
14549,20.0,656,2012-09-19
14550,16.0,708,2011-12-07
14551,16.0,25,2011-12-07
14552,17.0,896,2012-03-01
14553,17.0,2565,2012-05-19
14554,17.0,1200,2012-05-27
14555,17.0,700,2012-06-11
14556,17.0,10000,2012-07-22
14557,17.0,2635,2012-07-27
14558,17.0,146,2012-07-28
14559,17.0,13000,2012-08-04
14560,20.0,257,2012-09-23
14561,17.0,571,2012-08-11
14562,17.0,7250,2012-08-26
14563,17.0,350,2012-09-08
14564,17.0,10673,2012-09-23
14565,17.0,4523,2012-10-20
14566,17.0,2250,2012-11-04
14567,17.0,166,2012-11-21
14568,17.0,15091,2012-11-24
14569,17.0,300,2012-12-02
14570,17.0,1395,2012-12-14
14571,20.0,642,2012-09-28
14572,17.0,558,2012-12-14
14573,17.0,714,2012-12-16
14574,18.0,4595,2013-03-09
14575,18.0,1000,2013-03-17
14576,18.0,166,2013-03-29
14577,18.0,2000,2013-06-01
14578,18.0,706,2013-06-01
14579,18.0,200,2013-06-17
14580,18.0,3090,2013-06-17
14581,18.0,10000,2013-06-23
14582,20.0,257,2012-09-30
14583,18.0,370,2013-08-03
14584,18.0,10000,2013-08-03
14585,18.0,7000,2013-08-11
14586,18.0,333,2013-08-18
14587,18.0,10000,2013-08-25
14588,18.0,833,2013-09-14
14589,18.0,9208,2013-09-15
14590,18.0,2000,2013-10-20
14591,18.0,200,2013-11-03
14592,18.0,5000,2013-11-09
14593,20.0,643,2012-10-08
14594,18.0,10000,2013-11-17
14595,18.0,134,2013-11-24
14596,18.0,30547,2013-11-30
14597,18.0,500,2013-12-15
14598,19.0,1000,2014-02-07
14599,19.0,500,2014-03-09
14600,19.0,100,2014-03-27
14601,19.0,5000,2014-04-13
14602,19.0,450,2014-05-14
14603,19.0,10000,2014-06-08
14604,20.0,259,2012-10-14
14605,19.0,10000,2014-06-16
14606,19.0,5000,2014-07-06
14607,19.0,10000,2014-07-20
14608,19.0,833,2014-07-27
14609,19.0,4000,2014-08-24
14610,19.0,2000,2014-08-31
14611,19.0,3000,2014-10-12
14612,19.0,15000,2014-11-08
14613,19.0,2500,2014-11-16
14614,19.0,10000,2014-11-29
14615,20.0,10632,2012-10-21
14616,19.0,1000,2014-12-01
14617,19.0,300,2014-12-21
14618,20.0,120,2015-02-16
14619,20.0,75,2015-02-21
14620,20.0,1000,2015-03-15
14621,20.0,763,2015-03-22
14622,20.0,20,2015-04-12
14623,20.0,365,2015-04-17
14624,20.0,100,2015-04-24
14625,20.0,100,2015-05-17
14626,20.0,128,2012-11-04
14627,20.0,20,2015-05-17
14628,20.0,60,2015-07-12
14629,20.0,211,2015-07-13
14630,20.0,1000,2015-07-17
14631,20.0,100,2015-08-02
14632,20.0,20,2015-09-19
14633,20.0,50,2015-11-08
14634,20.0,40,2015-11-15
14635,21.0,252,2016-01-17
14636,21.0,5251,2016-05-01
14637,26.0,7110,2012-06-18
14638,20.0,256,2012-11-11
14639,21.0,3618,2016-09-10
14640,22.0,50,2010-10-02
14641,22.0,20,2011-03-01
14642,22.0,2361,2011-03-06
14643,22.0,841,2011-03-10
14644,22.0,2834,2011-03-20
14645,23.0,286,2011-05-08
14646,23.0,142,2011-06-27
14647,23.0,71,2011-07-21
14648,23.0,71,2011-07-28
14649,20.0,250,2012-11-12
14650,23.0,286,2011-08-07
14651,23.0,800,2011-08-14
14652,23.0,144,2011-08-15
14653,23.0,35,2011-08-18
14654,23.0,71,2011-08-22
14655,23.0,928,2011-10-24
14656,23.0,68,2011-10-27
14657,23.0,66,2011-11-26
14658,23.0,133,2011-11-28
14659,23.0,65,2011-12-01
14660,20.0,2500,2012-11-18
14661,23.0,148,2012-01-28
14662,23.0,222,2012-03-17
14663,24.0,1435,2012-06-17
14664,24.0,250,2012-07-28
14665,24.0,150,2012-09-08
14666,21.0,34,2011-02-08
14667,22.0,250,2012-06-03
14668,22.0,124,2012-06-25
14669,22.0,369,2012-07-09
14670,23.0,4025,2012-09-02
14671,20.0,7545,2012-11-24
14672,23.0,193,2012-10-09
14673,23.0,130,2012-10-16
14674,23.0,32,2012-10-23
14675,23.0,32,2012-10-30
14676,23.0,64,2012-11-06
14677,23.0,258,2012-12-07
14678,23.0,33,2013-02-19
14679,23.0,193,2013-03-19
14680,23.0,25,2013-05-01
14681,23.0,194,2013-05-10
14682,20.0,2993,2012-12-09
14683,23.0,25,2013-05-15
14684,23.0,197,2013-06-09
14685,23.0,67,2013-06-18
14686,23.0,196,2013-06-25
14687,23.0,390,2013-07-02
14688,23.0,98,2013-07-08
14689,23.0,32,2013-07-16
14690,24.0,801,2013-08-22
14691,24.0,160,2013-10-08
14692,24.0,40,2013-10-15
14693,20.0,400,2012-12-16
14694,24.0,274,2013-12-15
14695,24.0,40,2014-02-19
14696,24.0,80,2014-02-26
14697,24.0,40,2014-03-05
14698,24.0,40,2014-03-12
14699,24.0,80,2014-03-19
14700,24.0,755,2014-05-02
14701,24.0,68,2014-05-25
14702,24.0,40,2014-06-18
14703,24.0,40,2014-06-25
14704,20.0,133,2013-01-13
14705,24.0,40,2014-07-16
14706,25.0,92,2014-12-16
14707,25.0,500,2015-03-30
14708,26.0,33,2016-03-22
14709,26.0,33,2016-03-29
14710,26.0,227,2016-05-08
14711,27.0,1019,2016-08-28
14712,16.0,265,2010-11-13
14713,18.0,3500,2012-01-08
14714,18.0,1473,2012-04-07
14715,20.0,900,2013-01-20
14716,18.0,342,2012-05-17
14717,18.0,290,2012-06-03
14718,18.0,200,2012-08-11
14719,18.0,1500,2012-11-21
14720,19.0,200,2013-03-29
14721,19.0,353,2013-06-01
14722,19.0,1950,2013-06-23
14723,19.0,1000,2013-06-30
14724,19.0,140,2013-07-20
14725,22.0,443,2010-11-13
14726,20.0,133,2013-02-10
14727,22.0,259,2010-12-18
14728,22.0,179,2011-01-29
14729,22.0,184,2011-05-14
14730,22.0,4599,2011-06-18
14731,22.0,25,2011-06-25
14732,23.0,358,2012-03-01
14733,23.0,126,2012-04-07
14734,23.0,513,2012-05-17
14735,23.0,90,2012-06-03
14736,24.0,702,2012-07-25
14737,20.0,133,2013-02-17
14738,24.0,1317,2012-07-27
14739,24.0,146,2012-07-28
14740,24.0,361,2012-10-18
14741,24.0,1356,2012-10-20
14742,25.0,140,2013-07-20
14743,25.0,376,2013-11-23
14744,,150,2012-07-15
14745,,103,2013-02-07
14746,,16,2013-08-03
14747,,489,2013-09-24
14748,26.0,750,2012-07-15
14749,20.0,2150,2013-03-09
14750,,16,2013-11-02
14751,,16,2013-11-16
14752,,82,2013-11-30
14753,,16,2013-12-14
14754,,16,2013-12-28
14755,,16,2014-01-25
14756,,802,2014-01-26
14757,,600,2014-01-29
14758,,16,2014-04-19
14759,,16,2014-05-11
14760,20.0,372,2013-03-24
14761,,16,2014-05-25
14762,,16,2014-06-08
14763,,80,2014-06-22
14764,,2000,2014-07-06
14765,,600,2014-07-23
14766,,163,2014-09-27
14767,,96,2015-01-25
14768,,481,2015-04-19
14769,,2000,2015-04-30
14770,,483,2015-05-30
14771,20.0,50,2013-03-29
14772,,2000,2015-07-28
14773,,770,2015-12-27
14774,20.0,723,2012-10-18
14775,20.0,372,2012-12-14
14776,21.0,353,2013-06-01
14777,21.0,988,2013-08-03
14778,21.0,359,2013-08-10
14779,21.0,2057,2014-04-01
14780,22.0,300,2014-09-03
14781,22.0,1449,2014-10-04
14782,20.0,195,2013-04-07
14783,22.0,451,2014-12-07
14784,22.0,904,2015-03-21
14785,22.0,1346,2015-03-22
14786,22.0,365,2015-04-17
14787,23.0,323,2015-05-05
14788,23.0,744,2015-07-04
14789,,900,2012-06-03
14790,,600,2012-09-16
14791,,1601,2012-12-02
14792,,166,2013-03-29
14793,20.0,2000,2013-05-26
14794,,784,2013-05-24
14795,,1500,2013-05-26
14796,,527,2013-06-28
14797,,200,2013-08-18
14798,,1500,2013-10-06
14799,,272,2014-01-27
14800,,600,2014-02-06
14801,,2000,2014-10-05
14802,,50,2015-02-10
14803,19.0,401,2010-11-23
14804,20.0,129,2013-06-02
14805,19.0,878,2011-06-05
14806,20.0,650,2012-02-11
14807,21.0,32,2012-10-16
14808,21.0,389,2012-10-30
14809,21.0,128,2012-11-06
14810,21.0,1940,2012-12-07
14811,21.0,3000,2012-12-22
14812,21.0,66,2013-02-19
14813,21.0,130,2013-02-26
14814,21.0,1400,2013-03-09
14815,20.0,132,2013-06-09
14816,21.0,386,2013-03-19
14817,21.0,385,2013-03-26
14818,21.0,192,2013-04-02
14819,21.0,712,2013-05-10
14820,,102,2011-12-04
14821,,89,2011-12-18
14822,,178,2012-05-06
14823,,169,2012-06-03
14824,,100,2012-06-16
14825,,510,2012-07-08
14826,20.0,197,2013-06-23
14827,,400,2012-07-21
14828,,20,2012-07-29
14829,,900,2012-08-11
14830,,3750,2012-08-12
14831,,104,2012-08-26
14832,,1279,2012-09-22
14833,,20,2012-10-21
14834,,2000,2012-11-18
14835,,650,2012-11-25
14836,,36,2012-12-16
14837,20.0,131,2013-06-26
14838,,47,2013-01-13
14839,,103,2013-02-10
14840,,46,2013-03-10
14841,,77,2013-04-08
14842,,122,2010-06-07
14843,,900,2010-08-22
14844,,50,2010-09-18
14845,,261,2010-09-19
14846,,100,2010-10-20
14847,,69,2010-10-28
14848,20.0,197,2013-06-30
14849,,100,2010-10-29
14850,,272,2010-11-14
14851,,68,2010-11-19
14852,,682,2010-11-30
14853,,264,2010-12-19
14854,,1200,2011-01-23
14855,,400,2011-03-05
14856,,142,2011-04-03
14857,,71,2011-04-04
14858,,143,2011-07-31
14859,26.0,96,2012-09-22
14860,20.0,32,2013-07-01
14861,,142,2011-08-01
14862,,2500,2011-08-07
14863,,285,2011-08-09
14864,,600,2011-08-14
14865,,650,2011-08-21
14866,,300,2011-08-21
14867,,200,2011-12-24
14868,,198,2012-01-29
14869,,100,2012-09-02
14870,,125,2012-09-05
14871,20.0,98,2013-07-11
14872,,600,2013-01-20
14873,21.0,1500,2010-08-29
14874,21.0,550,2010-10-10
14875,21.0,700,2010-10-17
14876,21.0,100,2010-12-11
14877,21.0,250,2011-02-16
14878,21.0,3000,2011-04-03
14879,22.0,1000,2011-04-13
14880,22.0,1500,2011-05-01
14881,22.0,428,2011-06-17
14882,20.0,196,2013-07-21
14883,22.0,200,2011-08-14
14884,22.0,1000,2011-10-09
14885,26.0,100,2015-05-20
14886,21.0,8848,2010-10-02
14887,21.0,1345,2011-01-29
14888,22.0,265,2010-11-13
14889,23.0,200,2011-08-21
14890,23.0,3000,2011-10-09
14891,23.0,100,2012-04-07
14892,23.0,375,2012-04-28
14893,20.0,196,2013-07-28
14894,23.0,100,2012-05-11
14895,23.0,900,2012-05-20
14896,23.0,2250,2012-06-10
14897,23.0,250,2012-06-17
14898,24.0,501,2012-07-28
14899,24.0,700,2012-08-19
14900,24.0,100,2012-09-08
14901,24.0,100,2012-09-15
14902,24.0,257,2012-09-26
14903,24.0,361,2012-10-18
14904,20.0,46,2013-08-04
14905,24.0,41,2012-11-21
14906,24.0,528,2012-12-08
14907,23.0,1787,2012-09-22
14908,23.0,1821,2012-10-27
14909,23.0,372,2012-12-14
14910,24.0,530,2013-06-01
14911,24.0,1616,2013-08-03
14912,24.0,899,2013-08-10
14913,24.0,1500,2013-08-10
14914,24.0,1500,2013-10-19
14915,20.0,1331,2013-08-09
14916,,174,2015-01-23
14917,,54,2015-03-01
14918,,25,2015-03-23
14919,,27,2015-06-07
14920,,214,2015-06-21
14921,,56,2015-10-04
14922,,84,2015-11-09
14923,,25,2015-12-07
14924,,25,2016-01-11
14925,,54,2016-02-07
14926,21.0,1000,2013-08-18
14927,,10,2016-03-01
14928,,35,2016-03-16
14929,,117,2016-03-17
14930,,20,2016-03-18
14931,,150,2016-03-19
14932,,50,2016-03-20
14933,,395,2016-03-20
14934,,10,2016-03-21
14935,,60,2016-03-23
14936,,14,2016-03-24
14937,21.0,200,2013-08-18
14938,,84,2016-03-27
14939,,400,2016-04-09
14940,,10,2016-04-11
14941,,56,2016-04-24
14942,,4000,2016-05-14
14943,,10,2016-05-17
14944,,42,2016-06-28
14945,,10,2016-06-30
14946,,400,2016-07-09
14947,,111,2016-07-24
14948,21.0,133,2013-08-25
14949,,60,2016-07-25
14950,,20,2016-08-01
14951,,111,2016-08-07
14952,,388,2016-08-07
14953,,60,2016-08-08
14954,,10,2016-08-19
14955,,45,2016-08-26
14956,,10,2016-08-29
14957,,90,2016-08-31
14958,,10,2016-09-05
14959,21.0,428,2013-09-14
14960,,20,2016-09-19
14961,,70,2016-09-28
14962,,25,2016-10-01
14963,,165,2016-10-11
14964,,30,2016-10-26
14965,,20,2016-11-10
14966,,81,2016-12-13
14967,,37,2016-12-30
14968,,105,2017-01-15
14969,,600,2017-03-05
14970,26.0,256,2012-09-30
14971,21.0,676,2013-09-19
14972,,25,2017-03-19
14973,,400,2017-04-08
14974,,40,2017-05-02
14975,,27,2017-07-17
14976,,114,2017-07-23
14977,,111,2017-08-07
14978,,600,2017-08-19
14979,19.0,3539,2010-10-02
14980,19.0,443,2010-11-13
14981,19.0,1731,2010-12-18
14982,21.0,534,2013-09-20
14983,19.0,1345,2011-01-29
14984,19.0,177,2011-03-19
14985,19.0,200,2011-04-22
14986,19.0,100,2011-05-15
14987,19.0,1839,2011-06-18
14988,20.0,371,2011-09-10
14989,20.0,174,2011-10-22
14990,,192,2015-12-27
14991,,1536,2016-01-03
14992,,768,2016-01-24
14993,21.0,3500,2013-10-06
14994,,1000,2016-03-26
14995,,400,2016-04-06
14996,,200,2016-05-20
14997,,763,2016-05-22
14998,,458,2016-05-23
14999,,75,2016-06-02
15000,,607,2016-07-03
15001,,3066,2016-09-04
15002,,824,2017-06-30
15003,20.0,684,2013-08-03
15004,21.0,134,2013-11-03
15005,20.0,3078,2013-08-03
15006,21.0,674,2014-04-18
15007,21.0,5333,2014-08-09
15008,21.0,193,2011-06-18
15009,22.0,6000,2012-07-15
15010,22.0,666,2012-07-21
15011,22.0,100,2012-08-18
15012,23.0,800,2012-10-14
15013,23.0,2000,2012-11-18
15014,,359,2013-08-10
15015,21.0,135,2013-11-24
15016,,674,2014-04-18
15017,,100,2014-05-28
15018,,50,2014-07-25
15019,,10,2014-08-09
15020,,50,2014-08-23
15021,,150,2014-08-30
15022,,50,2014-09-06
15023,,50,2014-09-29
15024,,15,2014-10-04
15025,,10,2014-10-11
15026,21.0,650,2013-12-09
15027,,50,2014-10-18
15028,,500,2014-11-02
15029,,400,2015-01-10
15030,,60,2015-01-11
15031,,15,2015-02-15
15032,,50,2015-02-28
15033,,1000,2015-05-02
15034,,15,2015-05-05
15035,,45,2015-05-23
15036,,250,2015-05-30
15037,21.0,137,2013-12-10
15038,,178,2015-07-10
15039,,75,2015-07-29
15040,,25,2015-08-04
15041,,415,2015-08-30
15042,,15,2015-09-12
15043,,250,2015-09-30
15044,,25,2015-10-23
15045,,45,2015-12-05
15046,,75,2016-04-20
15047,,2625,2016-05-01
15048,21.0,101,2013-12-11
15049,,200,2016-05-14
15050,,1740,2016-06-22
15051,,35,2016-06-23
15052,,75,2016-06-24
15053,,210,2013-04-14
15054,,45,2014-03-02
15055,,100,2014-03-22
15056,,100,2014-04-26
15057,,281,2014-07-20
15058,,20,2014-12-21
15059,21.0,2000,2013-12-15
15060,,650,2015-06-28
15061,,4500,2015-06-28
15062,,2000,2015-07-28
