,Age_at_win,Prize_USD,date
15063,,276,2015-09-06
15064,,400,2016-02-14
15065,,15,2016-03-06
15066,,15,2016-04-17
15067,,373,2017-05-21
15068,,454,2017-06-24
15069,23.0,5000,2011-11-13
15070,21.0,136,2014-01-28
15071,23.0,100,2012-01-07
15072,23.0,100,2012-04-28
15073,24.0,140,2013-07-20
15074,25.0,376,2013-11-23
15075,26.0,3609,2015-09-05
15076,,1228,2012-12-02
15077,,25,2013-07-10
15078,,1000,2014-01-19
15079,,822,2014-02-17
15080,,4869,2014-07-26
15081,26.0,641,2012-11-04
15082,21.0,341,2014-02-08
15083,,500,2014-09-30
15084,,842,2014-10-05
15085,,16,2015-06-07
15086,,110,2015-12-27
15087,,152,2016-01-10
15088,,800,2016-02-01
15089,,1233,2016-04-23
15090,,1862,2016-07-03
15091,,15,2016-08-18
15092,,494,2017-04-13
15093,21.0,136,2014-02-16
15094,,1993,2017-06-03
15095,,25,2017-06-21
15096,,1000,2017-07-15
15097,,1310,2017-08-03
15098,,75,2017-08-05
15099,,35,2017-08-26
15100,16.0,1666,2012-07-21
15101,16.0,3750,2012-07-21
15102,16.0,700,2012-10-14
15103,17.0,34,2013-02-07
15104,21.0,83,2014-02-23
15105,17.0,847,2013-11-10
15106,18.0,667,2014-01-12
15107,18.0,331,2014-07-06
15108,18.0,642,2014-12-07
15109,19.0,160,2015-01-25
15110,19.0,321,2015-02-08
15111,20.0,148,2012-03-17
15112,20.0,250,2012-07-28
15113,20.0,3037,2012-10-21
15114,21.0,2327,2013-06-18
15115,21.0,394,2014-03-23
15116,21.0,99,2013-08-28
15117,21.0,400,2013-12-15
15118,22.0,2258,2014-06-15
15119,22.0,600,2014-08-01
15120,,83,2014-05-10
15121,,25,2014-05-14
15122,,500,2015-06-28
15123,,500,2015-10-10
15124,,20,2015-10-12
15125,,50,2015-10-31
15126,21.0,3000,2014-04-13
15127,,56,2016-01-21
15128,,400,2016-02-14
15129,,114,2016-03-20
15130,,42,2016-04-03
15131,,400,2016-04-09
15132,,400,2016-07-09
15133,,15,2016-07-14
15134,,1183,2016-10-23
15135,,1250,2017-01-21
15136,,150,2017-02-18
15137,21.0,68,2014-05-18
15138,,28,2017-05-14
15139,,400,2017-05-20
15140,,418,2017-06-18
15141,,400,2017-08-26
15142,,2646,2017-09-16
15143,,225,2012-07-15
15144,,1558,2013-03-03
15145,,75,2013-05-21
15146,,100,2013-08-18
15147,,40,2013-12-29
15148,21.0,67,2014-06-08
15149,,361,2014-03-02
15150,,100,2014-03-17
15151,,50,2014-05-14
15152,,1077,2014-05-18
15153,,125,2014-07-03
15154,,2000,2014-07-06
15155,,400,2014-07-13
15156,,50,2014-07-17
15157,,150,2014-09-13
15158,,150,2014-09-23
15159,21.0,135,2014-06-15
15160,,200,2014-10-05
15161,,2000,2014-10-12
15162,,100,2014-10-18
15163,,90,2012-06-03
15164,,146,2012-07-28
15165,,353,2013-06-01
15166,,140,2013-07-20
15167,,565,2013-10-19
15168,,376,2013-11-23
15169,,83,2014-02-27
15170,21.0,135,2014-06-22
15171,,1422,2014-04-05
15172,,674,2014-04-18
15173,,100,2014-04-27
15174,,100,2014-05-17
15175,,100,2015-04-17
15176,,83,2015-04-19
15177,,83,2015-05-02
15178,,75,2016-03-18
15179,,25,2016-03-19
15180,,75,2016-04-01
15181,21.0,50,2014-07-04
15182,,15,2016-04-14
15183,,75,2016-04-15
15184,,35,2016-04-22
15185,,15,2016-05-25
15186,,15,2016-06-16
15187,,1740,2016-06-22
15188,,50,2016-07-01
15189,,15,2016-07-07
15190,,1810,2016-10-03
15191,,442,2017-07-21
15192,26.0,94,2012-11-09
15193,21.0,3000,2014-07-06
15194,16.0,443,2010-11-13
15195,16.0,179,2011-01-29
15196,17.0,100,2011-07-23
15197,17.0,100,2011-10-01
15198,17.0,1601,2011-10-08
15199,17.0,40,2011-12-02
15200,17.0,538,2012-03-01
15201,17.0,1000,2012-03-09
15202,17.0,3789,2012-04-07
15203,17.0,342,2012-05-17
15204,21.0,551,2014-07-26
15205,18.0,264,2012-12-08
15206,18.0,166,2013-03-29
15207,20.0,15,2015-04-24
15208,,100,2011-02-04
15209,,1000,2011-04-13
15210,,2000,2011-05-29
15211,,1500,2011-06-30
15212,,150,2011-07-01
15213,,600,2011-07-24
15214,,200,2011-08-14
15215,21.0,2000,2014-07-27
15216,,500,2011-08-31
15217,,100,2011-09-10
15218,,1297,2011-09-11
15219,,30,2012-07-01
15220,,300,2012-07-15
15221,,100,2012-08-18
15222,,500,2012-08-25
15223,,100,2012-09-29
15224,,75,2013-01-13
15225,18.0,300,2012-03-31
15226,22.0,66,2014-08-17
15227,18.0,101,2012-04-22
15228,18.0,96,2012-09-29
15229,18.0,94,2012-11-17
15230,18.0,142,2012-11-21
15231,18.0,96,2012-11-24
15232,19.0,700,2013-01-20
15233,19.0,262,2013-05-05
15234,19.0,1065,2013-06-30
15235,19.0,202,2013-12-11
15236,20.0,600,2014-02-06
15237,22.0,135,2014-08-24
15238,20.0,600,2014-05-02
15239,20.0,159,2014-11-28
15240,21.0,39,2014-12-27
15241,21.0,174,2015-01-19
15242,21.0,56,2015-02-01
15243,21.0,167,2015-05-05
15244,21.0,369,2015-05-15
15245,21.0,54,2015-07-26
15246,21.0,110,2015-08-23
15247,21.0,112,2015-09-13
15248,22.0,78,2014-08-31
15249,21.0,84,2015-09-22
15250,21.0,1500,2015-10-10
15251,21.0,59,2015-10-23
15252,22.0,256,2015-12-30
15253,22.0,1000,2016-07-16
15254,22.0,10,2016-10-30
15255,22.0,50,2016-11-12
15256,22.0,10,2016-11-30
15257,23.0,30,2016-12-18
15258,23.0,12,2016-12-18
15259,22.0,64,2014-09-21
15260,23.0,10,2017-05-02
15261,18.0,100,2011-06-11
15262,18.0,100,2011-07-02
15263,18.0,100,2011-07-09
15264,19.0,100,2011-08-13
15265,19.0,200,2011-09-18
15266,19.0,66,2011-10-02
15267,19.0,1000,2011-12-04
15268,19.0,125,2012-06-17
15269,19.0,450,2012-07-15
15270,22.0,128,2014-09-28
15271,20.0,2250,2012-11-04
15272,20.0,100,2013-01-19
15273,20.0,200,2013-06-17
15274,21.0,1500,2013-08-11
15275,21.0,200,2013-09-05
15276,21.0,1500,2013-10-20
15277,21.0,403,2013-11-23
15278,17.0,200,2013-03-29
15279,18.0,140,2013-07-20
15280,18.0,376,2013-11-23
15281,22.0,2000,2014-10-05
15282,18.0,287,2014-02-09
15283,18.0,83,2014-02-27
15284,18.0,1422,2014-04-05
15285,18.0,674,2014-04-18
15286,18.0,100,2014-04-27
15287,19.0,676,2014-07-26
15288,19.0,28,2015-02-26
15289,19.0,763,2015-03-22
15290,20.0,776,2015-06-28
15291,20.0,343,2015-07-24
15292,22.0,44,2014-10-05
15293,20.0,45,2015-07-25
15294,20.0,25,2015-07-29
15295,20.0,100,2015-10-23
15296,20.0,1666,2016-02-05
15297,20.0,15,2016-02-20
15298,20.0,411,2016-02-20
15299,20.0,15,2016-03-17
15300,20.0,124,2016-04-24
15301,,64,2010-08-31
15302,,163,2010-09-13
15303,26.0,508,2012-11-16
15304,22.0,236,2014-10-15
15305,,34,2010-10-04
15306,,69,2010-10-07
15307,,500,2011-04-03
15308,,36,2011-04-04
15309,,36,2011-04-11
15310,,36,2011-04-18
15311,,178,2011-05-26
15312,,1317,2011-06-05
15313,,71,2011-06-27
15314,,71,2011-07-14
15315,22.0,601,2014-10-24
15316,,35,2011-07-18
15317,,35,2011-08-01
15318,,35,2011-08-15
15319,,937,2011-12-04
15320,,65,2011-12-22
15321,,32,2012-02-14
15322,,46,2012-02-26
15323,,67,2012-02-28
15324,,65,2012-03-13
15325,,66,2012-04-15
15326,22.0,159,2014-10-31
15327,,250,2012-06-03
15328,,375,2012-06-11
15329,,31,2012-06-18
15330,,31,2012-06-25
15331,,188,2012-07-02
15332,,61,2012-07-09
15333,,500,2012-10-14
15334,,32,2012-10-23
15335,,32,2012-11-06
15336,,262,2012-12-23
15337,22.0,319,2014-11-02
15338,,200,2013-02-19
15339,,195,2013-02-26
15340,,32,2013-03-19
15341,,32,2013-04-02
15342,,194,2013-05-10
15343,,33,2013-06-18
15344,,392,2013-06-25
15345,,32,2013-07-02
15346,,31,2013-07-09
15347,,33,2013-07-23
15348,22.0,62,2014-11-09
15349,,200,2013-08-22
15350,,40,2013-10-08
15351,,40,2013-10-22
15352,,160,2013-11-05
15353,,274,2013-12-15
15354,,40,2014-02-19
15355,,40,2014-02-26
15356,,40,2014-03-12
15357,,40,2014-03-19
15358,,274,2014-05-02
15359,22.0,472,2014-11-16
15360,,32,2015-11-10
15361,,68,2010-11-28
15362,,165,2010-12-30
15363,,66,2011-01-03
15364,,66,2011-01-24
15365,,167,2011-01-27
15366,,68,2011-02-07
15367,,68,2011-02-08
15368,,175,2011-03-01
15369,,175,2011-03-03
15370,22.0,498,2014-11-22
15371,,708,2011-03-20
15372,,180,2011-04-21
15373,,20,2011-05-17
15374,,574,2011-05-31
15375,,25,2011-06-25
15376,,200,2011-08-14
15377,,600,2011-08-21
15378,,69,2011-10-15
15379,,928,2011-10-24
15380,,137,2011-11-07
15381,22.0,50,2014-11-23
15382,,644,2012-02-27
15383,,132,2012-03-05
15384,,1200,2012-05-12
15385,,600,2013-01-20
15386,,97,2013-06-11
15387,,98,2013-07-04
15388,,196,2013-12-08
15389,,600,2014-02-06
15390,26.0,134,2010-03-28
15391,27.0,259,2010-12-18
15392,22.0,50,2014-11-25
15393,27.0,777,2011-01-08
15394,27.0,177,2011-03-19
15395,27.0,150,2011-05-15
15396,28.0,1000,2011-10-09
15397,28.0,1000,2011-10-25
15398,28.0,3750,2011-11-20
15399,29.0,146,2012-07-28
15400,29.0,571,2012-08-11
15401,22.0,7945,2012-09-22
15402,20.0,7945,2012-09-22
15403,22.0,159,2014-11-25
15404,19.0,7945,2012-09-22
15405,17.0,100,2012-02-11
15406,17.0,126,2012-04-07
15407,17.0,702,2012-07-25
15408,17.0,501,2012-07-28
15409,17.0,542,2012-10-18
15410,17.0,41,2012-11-21
15411,18.0,528,2012-12-08
15412,18.0,558,2012-12-14
15413,18.0,367,2013-02-27
15414,26.0,1974,2012-12-16
15415,22.0,124,2014-11-30
15416,18.0,1000,2013-03-29
15417,18.0,1372,2013-07-20
15418,18.0,833,2013-08-18
15419,19.0,644,2014-01-24
15420,19.0,83,2014-04-28
15421,20.0,365,2015-04-17
15422,18.0,2250,2012-08-04
15423,18.0,700,2012-08-25
15424,19.0,75,2013-05-21
15425,19.0,1500,2013-06-02
15426,22.0,371,2014-12-02
15427,20.0,18,2014-03-21
15428,20.0,36,2014-04-05
15429,20.0,2572,2014-07-26
15430,23.0,400,2017-07-02
15431,18.0,265,2010-11-13
15432,19.0,50,2011-09-30
15433,19.0,50,2012-06-03
15434,19.0,2927,2012-07-28
15435,20.0,723,2012-10-18
15436,20.0,3080,2012-12-08
15437,22.0,39,2014-12-05
15438,20.0,372,2012-12-14
15439,16.0,300,2012-07-29
15440,17.0,650,2012-11-25
15441,17.0,31,2013-04-08
15442,17.0,300,2013-06-29
15443,18.0,13,2014-01-05
15444,18.0,100,2014-03-22
15445,18.0,100,2014-04-26
15446,19.0,25,2014-11-30
15447,19.0,75,2014-12-21
15448,22.0,123,2014-12-14
15449,19.0,31,2015-01-04
15450,19.0,2000,2015-04-30
15451,19.0,100,2015-05-08
15452,19.0,161,2015-06-21
15453,19.0,2000,2015-07-28
15454,19.0,25,2015-08-28
15455,19.0,449,2015-09-06
15456,19.0,25,2015-11-22
15457,20.0,89,2016-01-10
15458,20.0,30,2016-02-09
15459,22.0,469,2014-12-21
15460,20.0,300,2016-04-17
15461,21.0,605,2017-08-26
15462,18.0,723,2012-10-18
15463,18.0,372,2012-12-14
15464,19.0,3557,2013-08-03
15465,19.0,2667,2013-08-03
15466,16.0,1350,2012-07-01
15467,16.0,2372,2012-08-26
15468,16.0,700,2012-09-08
15469,16.0,600,2012-09-16
15470,22.0,39,2014-12-28
15471,17.0,960,2012-12-02
15472,17.0,609,2013-03-24
15473,17.0,129,2013-05-28
15474,18.0,102,2014-01-13
15475,18.0,138,2014-03-23
15476,18.0,34,2014-05-16
15477,18.0,128,2014-09-14
15478,20.0,109,2015-12-20
15479,28.0,442,2010-10-02
15480,28.0,1772,2010-11-13
15481,22.0,50,2015-01-15
15482,28.0,259,2010-12-18
15483,28.0,1345,2011-01-29
15484,28.0,1778,2011-03-19
15485,28.0,1380,2011-05-14
15486,28.0,189,2011-07-30
15487,,6000,2012-07-01
15488,,142,2012-08-26
15489,,600,2012-09-16
15490,,304,2013-03-24
15491,,302,2010-11-07
15492,22.0,594,2015-01-17
15493,,68,2010-11-11
15494,,20,2011-02-16
15495,,100,2011-02-18
15496,,787,2011-03-06
15497,,70,2011-03-21
15498,,35,2011-05-02
15499,,143,2011-05-07
15500,,71,2011-05-12
15501,,66,2011-10-03
15502,,1426,2011-11-27
15503,22.0,469,2015-01-21
15504,,263,2012-02-16
15505,,1178,2012-04-07
15506,,44,2012-04-15
15507,,264,2012-04-23
15508,,123,2012-07-09
15509,,153,2012-07-11
15510,,1300,2012-07-28
15511,,600,2012-09-16
15512,18.0,442,2010-10-02
15513,18.0,265,2010-11-13
15514,22.0,2000,2015-01-25
15515,18.0,259,2010-12-18
15516,18.0,1345,2011-01-29
15517,18.0,177,2011-03-19
15518,19.0,1839,2011-06-18
15519,19.0,25,2011-09-30
15520,19.0,174,2011-10-22
15521,19.0,33,2011-12-03
15522,19.0,354,2011-12-07
15523,19.0,375,2012-03-09
15524,20.0,176,2012-04-07
15525,24.0,3000,2010-10-23
15526,26.0,125,2013-01-13
15527,22.0,475,2015-01-27
15528,20.0,342,2012-05-17
15529,20.0,351,2012-07-25
15530,20.0,105,2012-12-16
15531,20.0,650,2013-01-20
15532,,58,2015-01-23
15533,,62,2015-01-26
15534,,54,2015-07-19
15535,,255,2016-04-10
15536,,222,2016-05-23
15537,,111,2016-06-27
15538,22.0,700,2015-02-10
15539,,400,2016-07-09
15540,,1500,2016-08-14
15541,,222,2016-08-19
15542,,170,2016-08-28
15543,,12,2016-09-17
15544,,111,2016-09-19
15545,,111,2016-10-19
15546,,214,2016-11-21
15547,,164,2016-11-28
15548,,211,2016-12-09
15549,22.0,324,2015-03-31
15550,,158,2017-03-09
15551,,527,2017-03-17
15552,,111,2017-05-08
15553,,1649,2017-05-08
15554,,167,2017-05-29
15555,,283,2017-06-26
15556,,118,2017-08-02
15557,22.0,551,2013-02-27
15558,22.0,706,2013-06-01
15559,22.0,1500,2013-06-01
15560,22.0,75,2015-04-02
15561,22.0,684,2013-08-03
15562,22.0,3078,2013-08-03
15563,22.0,359,2013-08-10
15564,25.0,2500,2011-09-09
15565,26.0,1666,2012-07-21
15566,26.0,600,2012-07-21
15567,26.0,500,2012-10-14
15568,26.0,34,2013-02-07
15569,27.0,847,2013-11-10
15570,27.0,667,2014-01-12
15571,22.0,75,2015-04-04
15572,,100,2013-02-09
15573,,600,2014-01-29
15574,,1550,2014-02-09
15575,,4500,2015-04-05
15576,,50,2015-09-13
15577,18.0,480,2012-12-02
15578,18.0,226,2013-09-08
15579,19.0,2000,2014-04-13
15580,19.0,600,2014-05-02
15581,19.0,135,2014-07-06
15582,22.0,54,2015-04-05
15583,19.0,3000,2014-10-05
15584,20.0,250,2015-04-05
15585,21.0,20,2016-06-06
15586,21.0,50,2016-06-19
15587,21.0,20,2016-08-27
15588,22.0,1276,2011-03-24
15589,22.0,368,2011-05-14
15590,22.0,1314,2011-05-19
15591,22.0,1839,2011-06-18
15592,22.0,25,2011-06-29
15593,22.0,25,2015-04-20
15594,22.0,189,2011-07-30
15595,22.0,25,2011-10-13
15596,23.0,250,2012-07-01
15597,23.0,1013,2012-07-28
15598,23.0,375,2012-08-11
15599,23.0,100,2012-08-11
15600,17.0,265,2010-11-13
15601,17.0,184,2011-05-14
15602,18.0,50,2011-06-15
15603,18.0,949,2011-07-30
15604,22.0,25,2015-04-25
15605,18.0,371,2011-09-10
15606,18.0,25,2011-09-30
15607,18.0,174,2011-10-22
15608,18.0,531,2011-12-07
15609,18.0,358,2012-03-01
15610,18.0,444,2012-03-09
15611,18.0,221,2012-04-07
15612,19.0,40,2012-06-03
15613,19.0,219,2012-07-28
15614,19.0,50,2012-11-21
15615,22.0,2000,2015-04-30
15616,19.0,184,2012-12-08
15617,19.0,41,2013-03-29
15618,20.0,100,2013-07-20
15619,20.0,267,2013-07-20
15620,20.0,100,2013-08-03
15621,20.0,135,2013-09-19
15622,20.0,100,2013-10-12
15623,20.0,200,2013-11-03
15624,20.0,471,2013-11-23
15625,20.0,600,2014-01-29
15626,22.0,83,2015-05-01
15627,20.0,674,2014-04-18
15628,19.0,184,2011-05-14
15629,20.0,885,2011-12-07
15630,20.0,538,2012-03-01
15631,20.0,1345,2012-03-03
15632,20.0,342,2012-05-17
15633,20.0,100,2012-06-15
15634,20.0,1013,2012-07-28
15635,21.0,500,2012-10-13
15636,21.0,27,2012-11-21
15637,26.0,259,2013-03-24
15638,22.0,111,2015-05-10
15639,21.0,184,2012-12-08
15640,21.0,1588,2013-08-03
15641,,3557,2013-08-03
15642,,2667,2013-08-03
15643,,403,2013-11-23
15644,16.0,184,2011-05-14
15645,16.0,25,2011-12-07
15646,16.0,200,2011-12-10
15647,16.0,717,2012-03-01
15648,16.0,126,2012-04-07
15649,22.0,335,2015-05-12
15650,17.0,342,2012-05-17
15651,17.0,90,2012-06-03
15652,17.0,146,2012-07-28
15653,17.0,551,2013-02-27
15654,17.0,200,2013-03-29
15655,18.0,706,2013-06-01
15656,18.0,140,2013-07-20
15657,18.0,539,2013-08-10
15658,18.0,754,2013-10-19
15659,18.0,376,2013-11-23
15660,22.0,55,2015-05-24
15661,19.0,1449,2014-10-04
15662,19.0,19,2011-09-25
15663,20.0,200,2012-07-21
15664,20.0,4000,2012-07-29
15665,20.0,700,2012-10-14
15666,21.0,600,2013-06-29
15667,21.0,1000,2013-09-01
15668,,3000,2011-09-09
15669,,1666,2012-07-21
15670,,678,2013-11-10
15671,22.0,100,2015-05-25
15672,,834,2014-01-12
15673,,331,2014-05-04
15674,23.0,1368,2013-08-03
15675,23.0,4104,2013-08-03
15676,23.0,359,2013-08-10
15677,23.0,565,2013-10-19
15678,,331,2014-05-04
15679,,331,2014-07-06
15680,,163,2014-09-27
15681,,642,2014-12-07
15682,22.0,20,2015-06-01
15683,,160,2015-01-25
15684,,321,2015-02-08
15685,,2000,2015-04-30
15686,,2000,2015-07-28
15687,,400,2016-02-01
15688,17.0,131,2010-12-17
15689,17.0,25,2011-01-22
15690,17.0,66,2011-01-24
15691,17.0,68,2011-02-07
15692,17.0,134,2011-02-14
15693,22.0,55,2015-06-07
15694,18.0,1417,2011-03-20
15695,18.0,280,2011-03-27
15696,18.0,289,2011-04-10
15697,18.0,289,2011-04-17
15698,18.0,143,2011-05-01
15699,18.0,250,2011-05-21
15700,18.0,143,2011-05-28
15701,18.0,143,2011-05-31
15702,18.0,141,2011-06-26
15703,18.0,3630,2011-07-03
15704,22.0,108,2015-06-07
15705,18.0,145,2011-07-04
15706,18.0,106,2011-07-09
15707,18.0,140,2011-07-11
15708,18.0,140,2011-07-18
15709,18.0,143,2011-07-23
15710,18.0,143,2011-07-23
15711,18.0,286,2011-07-24
15712,18.0,2830,2011-08-05
15713,18.0,575,2011-08-20
15714,18.0,650,2011-08-21
15715,22.0,322,2015-06-21
15716,18.0,300,2011-08-21
15717,18.0,504,2011-08-24
15718,18.0,362,2011-08-29
15719,18.0,68,2011-09-10
15720,18.0,772,2011-09-25
15721,18.0,500,2011-10-09
15722,18.0,30000,2011-10-09
15723,18.0,928,2011-10-24
15724,18.0,26000,2011-10-25
15725,18.0,963,2011-10-27
15726,22.0,100,2015-07-01
15727,18.0,1000,2011-11-12
15728,18.0,10000,2011-11-20
15729,18.0,933,2011-11-29
15730,18.0,863,2011-12-17
15731,18.0,2872,2012-01-15
15732,18.0,131,2012-01-26
15733,18.0,150,2012-01-29
15734,18.0,786,2012-01-29
15735,18.0,65,2012-01-31
15736,18.0,2621,2012-02-03
15737,22.0,125,2015-07-26
15738,18.0,2627,2012-02-18
15739,18.0,6000,2012-02-25
15740,18.0,66,2012-02-29
15741,18.0,125,2012-03-03
15742,18.0,791,2012-03-04
15743,18.0,4000,2012-03-10
15744,19.0,5000,2012-03-18
15745,19.0,4000,2012-04-08
15746,19.0,1000,2012-04-29
15747,19.0,394,2012-05-02
15748,26.0,655,2013-05-05
15749,22.0,2000,2015-07-28
15750,19.0,3600,2012-05-20
15751,19.0,5500,2012-05-27
15752,19.0,3500,2012-06-10
15753,19.0,3555,2012-06-18
15754,19.0,6000,2012-07-08
15755,19.0,30000,2012-07-15
15756,19.0,900,2012-07-15
15757,19.0,1400,2012-07-22
15758,19.0,1500,2012-08-26
15759,19.0,1000,2012-08-30
15760,22.0,30,2015-08-03
15761,19.0,24000,2012-09-16
15762,19.0,1029,2012-09-27
15763,19.0,8000,2012-11-03
15764,19.0,500,2012-11-09
15765,19.0,7500,2012-11-11
15766,19.0,2500,2012-11-18
15767,19.0,285,2012-11-21
15768,19.0,200,2012-12-02
15769,19.0,658,2012-12-16
15770,19.0,2000,2012-12-22
15771,22.0,1000,2015-08-09
15772,19.0,500,2013-01-26
15773,19.0,551,2013-02-27
15774,19.0,2150,2013-03-09
15775,19.0,1378,2013-03-09
15776,20.0,333,2013-03-29
15777,20.0,12000,2013-05-26
15778,20.0,5000,2013-06-09
15779,20.0,875,2013-06-23
15780,20.0,370,2013-08-03
15781,20.0,2000,2013-08-11
15782,23.0,30,2015-08-17
15783,20.0,136,2013-12-22
15784,21.0,250,2014-05-04
15785,21.0,1000,2014-06-06
15786,21.0,2000,2014-07-06
15787,21.0,1194,2014-07-26
15788,21.0,600,2014-08-01
15789,21.0,187,2014-11-09
15790,22.0,218,2015-04-26
15791,22.0,50,2015-05-15
15792,22.0,500,2015-11-15
15793,23.0,53,2015-08-30
15794,22.0,2927,2016-01-03
15795,23.0,1000,2016-07-16
15796,23.0,750,2016-07-24
15797,23.0,11986,2016-08-28
15798,23.0,8000,2017-01-15
15799,23.0,105,2017-03-09
15800,24.0,400,2017-04-08
15801,24.0,424,2017-04-16
15802,24.0,400,2017-06-03
15803,24.0,2500,2017-06-19
15804,23.0,25,2015-09-07
15805,24.0,2500,2017-07-15
15806,24.0,400,2017-08-19
15807,,265,2010-10-02
15808,,27,2012-11-21
15809,,184,2012-12-08
15810,,5333,2014-08-09
15811,,15,2014-09-29
15812,,35,2014-10-06
15813,,25,2015-04-11
15814,,50,2015-04-25
15815,23.0,100,2015-11-19
15816,,10,2015-04-26
15817,,100,2015-05-10
15818,,10,2015-05-24
15819,,256,2015-12-27
15820,,35,2016-05-27
15821,,35,2014-09-25
15822,,3500,2016-05-01
15823,,2714,2016-09-10
15824,,3557,2013-08-03
15825,,2667,2013-08-03
15826,23.0,150,2015-11-22
15827,,3557,2013-08-03
15828,,2667,2013-08-03
15829,21.0,1769,2010-10-02
15830,21.0,265,2010-11-13
15831,21.0,432,2010-12-18
15832,21.0,1793,2011-01-29
15833,22.0,1333,2011-03-19
15834,22.0,368,2011-05-14
15835,22.0,189,2011-07-30
15836,16.0,1368,2013-08-03
15837,23.0,113,2015-11-22
15838,16.0,4104,2013-08-03
15839,16.0,565,2013-10-19
15840,,32,2012-02-14
15841,,98,2012-05-02
15842,,250,2012-06-03
15843,,30,2012-07-09
15844,,32,2012-10-30
15845,,700,2012-11-25
15846,,1000,2013-01-19
15847,,401,2013-02-19
15848,23.0,2000,2015-11-28
15849,,32,2013-02-26
15850,,64,2013-03-19
15851,,64,2013-03-26
15852,,128,2013-04-02
15853,,194,2013-05-10
15854,,33,2013-06-18
15855,,32,2013-06-25
15856,,130,2013-07-02
15857,,63,2013-07-09
15858,,198,2013-07-23
15859,26.0,7000,2013-05-26
15860,23.0,56,2015-12-03
15861,,66,2013-08-18
15862,,1603,2013-08-22
15863,,80,2013-10-08
15864,,40,2013-10-22
15865,,40,2013-11-05
15866,,112,2015-05-09
15867,,65,2015-07-07
15868,,109,2015-08-09
15869,,108,2015-12-05
15870,,55,2016-08-07
15871,23.0,75,2015-12-07
15872,,10,2016-08-08
15873,,226,2016-08-28
15874,,5993,2016-08-28
15875,16.0,265,2010-10-02
15876,17.0,432,2010-12-18
15877,17.0,179,2011-01-29
15878,17.0,767,2011-05-19
15879,17.0,100,2011-08-28
15880,17.0,2847,2011-10-08
15881,18.0,100,2011-11-16
15882,23.0,327,2015-12-08
15883,18.0,354,2011-12-07
15884,18.0,500,2011-12-10
15885,18.0,90,2011-12-22
15886,18.0,342,2012-05-17
15887,,20,2011-01-26
15888,,1000,2011-04-03
15889,,180,2011-04-14
15890,,943,2011-06-20
15891,,684,2011-08-28
15892,,1500,2012-05-01
15893,23.0,56,2015-12-10
15894,,900,2012-09-16
15895,,656,2013-06-23
15896,24.0,450,2010-05-23
15897,24.0,350,2010-10-17
15898,24.0,1750,2010-11-07
15899,24.0,25,2010-11-13
15900,24.0,100,2011-01-21
15901,25.0,350,2011-05-15
15902,25.0,250,2011-09-11
15903,26.0,300,2012-06-10
15904,23.0,54,2015-12-13
15905,26.0,150,2012-07-15
15906,26.0,500,2012-08-25
15907,27.0,25,2013-12-12
15908,28.0,600,2014-05-12
15909,31.0,1000,2017-04-30
15910,,130,2013-03-03
15911,,62,2013-03-24
15912,,195,2013-04-28
15913,,97,2013-05-13
15914,,258,2013-05-28
15915,23.0,25,2015-12-14
15916,,64,2013-09-28
15917,,387,2013-10-06
15918,,50,2013-10-16
15919,,136,2014-01-19
15920,,682,2014-02-08
15921,,204,2014-02-11
15922,,396,2014-02-16
15923,,100,2014-03-10
15924,,65,2014-03-23
15925,,138,2014-04-13
15926,23.0,200,2015-12-14
15927,,137,2014-05-16
15928,,135,2014-06-01
15929,,89,2014-10-05
15930,,63,2014-10-26
15931,,124,2014-11-23
15932,,39,2014-12-19
15933,,12,2015-03-12
15934,,54,2015-03-15
15935,,44,2015-08-15
15936,,184,2016-03-20
15937,23.0,875,2015-12-20
15938,,161,2016-04-02
15939,,1128,2016-04-17
15940,,103,2016-09-11
15941,,600,2017-03-05
15942,,16,2013-08-17
15943,,16,2013-11-02
15944,,16,2013-12-14
15945,,16,2014-02-22
15946,,16,2014-03-22
15947,,16,2014-06-08
15948,23.0,75,2015-12-26
15949,,16,2014-07-06
15950,,97,2014-09-27
15951,,160,2015-01-25
15952,,320,2015-04-19
15953,,322,2015-05-30
15954,,16,2015-06-07
15955,,440,2015-12-27
15956,,446,2015-12-29
15957,,307,2016-01-03
15958,,765,2016-05-15
15959,23.0,125,2015-12-27
15960,,50,2017-02-18
15961,,224,2017-06-30
15962,,2500,2017-07-15
15963,,320,2015-04-19
15964,,64,2015-05-31
15965,,110,2015-12-27
15966,,400,2016-04-06
15967,,15,2016-06-15
15968,,200,2016-08-17
15969,,2039,2016-10-23
15970,27.0,5000,2013-06-09
15971,23.0,731,2016-01-03
15972,,1307,2017-04-09
15973,,1307,2017-05-21
15974,,1041,2010-10-11
15975,,136,2011-01-23
15976,,2332,2011-04-25
15977,,1135,2011-06-26
15978,,871,2011-07-03
15979,,143,2011-07-23
15980,24.0,3000,2010-09-12
15981,24.0,148,2010-10-10
